id,tweet,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,In #India si discute di #Bucha https://t.co/SuSPmXc5Mf,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @DerekJGrossman: Pakistan military chief says what India cannot/will not: �Despite legitimate security concerns of Russia, its aggressio�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,RT @varinder_bansal: State of emergency in Sri Lanka. Political crisis in Pakistan. Geopolitical issues b/w Russia: Ukraine. US playing gam�,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @Power_Jen: For the love of God, give Ukraine whatever it needs. 

Stop ALL trade with Russia. 

Germany, Hungary, Israel and India shou�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@BALLSYLASSIE @woodchippings1 @Feiryred @lapatina_ What about India's UN voting record?
India, China and 33 other nations Wednesday abstained from a UN General Assembly resolution that censured Russia for its military actions in Ukraine.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"LIVE | US President #JoeBiden has called for a war crimes trial over Bucha killings in #Ukraine. He added that more sanctions are currently being sought against Russia.
Follow for updates on the #UkraineCrisis: https://t.co/L3CyseRJo0",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"The deep Indian strategic empathy toward #Russia is rooted in India�s post-colonial heritage, a strong and understandable anti-Western sentiment that is largely the consequence of British colonial rule, explains @raji143. https://t.co/tDUu3rKsTh",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Do we have to give money?' UK aid to India questioned after refusal to condemn Russia
https://t.co/0ZXFap9Efn",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT @SPGCIOil: #CommodityTracker: Charts to watch this week

? US #LNG exports unable to solve Europe's #gas supply woes
? Clean #tankers fr�",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"?? Russia's losses in Ukraine have exceeded the number of several armies in the #world.
This was reported by the General Staff. During the war in #Ukraine, the Russians lost 18,300 troops.

#StopPutin

  #Ukraine #EU #European #US #CINA #INDIA",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@cynical_minds00 @woodchippings1 @Feiryred @lapatina_ Agree to an extent. But now talk about India's UN vote:
India, China and 33 other nations Wednesday abstained from a UN General Assembly resolution that censured Russia for its military actions in Ukraine.  Russia, Belarus, Syria, North Korea and Eritrea opposed it.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Inflation hits Indian economy!
According to preliminary data released by the Ministry of Commerce and Industry of India.
The trade deficit widened to $ 192 billion in FY22.
The Russia-Ukraine war has pushed up global crude oil prices, with petroleum imports rising 94.33%. https://t.co/pwjmID3eyg",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,As long as India is Russia too. whatever you block the economy Russia will recover.G7 These countries can do nothing but think.But we can put an end to this war  ... Did one thing #Russian Ukraine #Europe #India @Pontifex  #France #Italy #Japan #Canada #Germany #UK #USA https://t.co/CyrkenlA2p,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Tradewinds_Trdr @TheEconomist Where to start? To begin with just look at the cover photo. Apparently a tiger (India), trying to cling on to Russian rocket. India is not supporting Russia's attack of Ukraine. It already has better economy than Russia. But the hypocrisy of the west is evident,",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"THINGS We Were WRONG ABOUT Leading Up To Russian Invasion &amp; Campaign.
- Western Sanction Have NOT Created Hyper Inflation Or Economic Collapse In Russia Overnight.
- China &amp; India Governments Would Choose To Support Ukraine, Rather Than Coddle Pitiful 11th Ranked Russia Economy",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"India is close to Russia and vice versa. Ditching Russia won't do any good for India's ""China strategy"" - whatever that is. China is way ahead of India in terms of Economy and Military capabilities.

India should not become another 'Ukraine' for West's war against Russia &amp; China.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,To make India turn off the oil tap vis-a-vis Russia would hardly dent Russian economy any further. It is more beneficial to leverage India's closeness with Russia to negotiate an effective resolution which would end hostilities and help rebuild Ukraine.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Jaishankar in LS underlines economic cost of Ukraine-Russia conflict

Read @ANI Story | https://t.co/gjN9tqBRyi
#UkraineRussiaWar #India #Parliament #economy https://t.co/fdgsvm0br2",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"BREAKING: India’s RBI raises its inflation forecast to 5.7% for the fiscal year from 4.5%, and warns of ""tectonic shifts"" for the world economy due to Russia's war in Ukraine https://t.co/aqdMTrJ6fn https://t.co/tcXpUmDUVq",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"- #India is the least effected  emerging #economy  due  to #RussiaUkraineWar 
- #russia economy 11% decrease expected 
-#ukraine  economy 45% decline expected. 

#ThankfulTuesday 
#Nifty #banknifty #nifty50   #mint  #MoneyControl #cnbc #AwaazMarkets  #zeeBusiness https://t.co/wbpSTi3Hy2",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Source: https://t.co/E7nj0nmCxf
#America #American #India #Indian #people #public #world #Ukraine #Russia #import #economy #SouthAsia #Asia #energy #naturalgas #oil #whitehouse #JoeBiden #NarendraModi @JoeBiden @narendramodi https://t.co/v4v1ZywFEw",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@Sseeji @ANI You know the limit of our capabilities in countering China it's our worst nightmare if Russia joins in as well.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Impact on India's Economy due to Russia-Ukraine War.

There are three types of effects on the Indian economy: direct, affecting trade with Russia and Ukraine; indirect, through global commodity and energy market shifts; and macroeconomic.
#amityuniversity #amityuniversitynoida https://t.co/kcAPqDLwpg",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"#OPINION: Russia-Ukraine War Could be ‘Opportunity in Disaster’ for India’s Rural Economy | Writes AS Mittal, Vice Chairman, Punjab Planning Board 

#RussianUkrainianWar #WarInUkraine 

Read here: https://t.co/8NzgK0Kcu4 https://t.co/ojQkCZo7NA",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"India's foreign minister said today the govt is working to stabilise economic transactions with #Russia, a day after India condemned killings of civilians in #Ukraine &amp; called for an independent probe.

Read about it 👇
https://t.co/LcQOpyUjGb

#Business #Economy #SJaishankar",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Most recently, critics have concentrated on India’s purchase of Russian oil, which is helping to prop up the Russian economy at a time when Biden is attempting to rally the world to cut off Putin as a consequence for his invasion of Ukraine | @jacqklimas https://t.co/UXP2rWSODX",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"PM Modi and US President Joe Biden are believed to have addressed a variety of issues, including the #COVID19 pandemic, the climate catastrophe, the global economy, the Indo-Pacific region, and the ongoing Russia-Ukraine war.

Here are the highlights. https://t.co/YtZcfRpx0l",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"India's RBI left its benchmark rate unchanged at 4.00%, as expected, and raised its full-year inflation outlook to 5.6% from 4.5% while calling attention to ""tectonic shifts"" in the global economy because of the Russia-Ukraine situation",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,Russia-Ukraine War Could be ‘Opportunity in Disaster’ for India’s Rural Economy https://t.co/7bxbL866ZN,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"""DO NOT BUY OIL FROM RUSSIA"" 🤡
""DO NOT FUND UKRAINE WAR""🤡
""INDIA IS STANDING ON THE WRONG SIDE""🤡
""DO NOT TRADE WITH RUSSIA""🤡
""LET'S MAKE THE RUSSIAN ECONOMY COLLAPSE""🤡
""WE ARE WITH UKRAINE""🤡
https://t.co/aeaZFbYmaE https://t.co/jLenbcZHRX",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Do people remember what happened to India when US was hit by the 2008 recession?

I'm appalled by the myopic mindsets of people bashing @priyankachopra for urging world leaders to do their part in the Ukraine-Russia refugee situation.

Our economy doesn't function in a silo! 😒",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Notwithstanding economic uncertainties triggered by the Russia-Ukraine war, #BimalJalan said it is not going to affect #India's economic performance.
https://t.co/ywePqmGhTl",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,India Fastest Growing Economy Despite Russia-Ukraine War https://t.co/TKGvJyAyuF,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"This is reality. Europe, India or China, they all take the advantage of Russian oil/gas price to support their own economy except U.S and U.K. who has 0% reliance on Russia oil. No one want to really sacrifice to protect Ukraine, not to mention democracy.

https://t.co/qlNTQjKxk6",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"#Ukraine #Russia 
Medieval Politics of Economy Divides Europe. Zelenskyy didn't understand Ukraine's position. An In-depth study of Russia-Ukraine war and Europe's Future. Also India's role in the whole thing.

@tanvi_madan @AtmanMTrivedi @USAmbKeshap 
 
https://t.co/2kyCcd8Pr0",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"The leader of India have judged wisely against the atrocities of Russia in Ukraine.
His country will grow amid global economy world. On the other hand, China have not judged despite to watch the footage of Bucha. They will be next Russia surely.
🌻🇺🇦🌻
#Ukraine",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"markets: BREAKING: India’s RBI raises its inflation forecast to 5.7% for the fiscal year from 4.5%, and warns of ""tectonic shifts"" for the world economy due to Russia's war in Ukraine https://t.co/vA4TFf7h4u https://t.co/DkhGsyXG0h",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"In spite of economic uncertainties triggered by the Russia-Ukraine war that is also impacting the global supply chain, the former RBI governor said it was not going to affect India's economic performance

https://t.co/Nc83RlThDO",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,Today or tomorrow Modi had to rebel and fight with those warmonger Democrats to win election in India and to save economy dependancy.. More he delays more will b his loss.. #Ukraine #Russia,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,Why would Ukrainian President Zelensky and Ukrainians give Russia any part of Ukraine? Donbass is part of Ukraine. The battle for Donbas is Russian President Vladimir Putin’s deluded Russian expansionism 😌 #Putin #Russia #Ukraine #Donbas #Donbass #RussianWarCrimes #StopPutin https://t.co/2xcPGxc6SU,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@DrSJaishankar Fine words, but it’s deeds that count: India, a major world economy, needs to step up and publicly condemn Russia’s illegal, immoral and devastating invasion of Ukraine.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,There was a vote on  Russia war against Ukraine by the UN which INDIA abstained that tells you what RISHI SUNAK and his wife think about the UK and our economy shameful,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"important read
""...how the world deals with debt crises triggered by this war in places as far apart as Sri Lanka and Tunisia are likely to be at least as important as Russia’s desperate efforts to circumvent sanctions in its trade with China and India."" 

https://t.co/hzCucS3mNW",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@DIRTY__GREMLIN @srpatel40 @POTUS Not a single sane Indian supports war in Ukraine. After pandemic led economy crash, this war lead inflation to historic high across including India. Why not your partners offer Oil at same $35 like Russia offers ? India can't buy Oil from Iran/ Venezuela due to existing sanctions",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@RichardWellings It's not ""as if"", they ARE sabotaging the economy, and they are doing it worldwide.  The sanctions, especially locking Russia out of SWIFT are designed to create a new Iron Curtain, cutting Europe off from Russia/Ukraine/India and China.  They will trade merrily while we freeze.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"India wakes up finally.. cheap Russian oil and weapons aren't worth the fallout and the ugly historical scar. So far, India has been trying it's hardest to help Russia stabilize it's economy instead of stopping it's atrocities. I applaud https://t.co/fPRgxzRzNU",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Putin is drunk on power. After Russia's invasion of Ukraine creates a financial burden on the Russian economy and Russians, destroying Ukrainian cities and killing Ukrainians as NATO watches and China, India, Israel, and Pakistan - the nuke power are shamefully silent 🙊🙉🙈",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@thisiszoaib @Fallibilist1 Maulana holding Islamabad hostage every year
TLP holding country hostage 2 times
Global Pandemic
Opposition which didn't event let PM take oath in peace
Establishment which kept making backdoor deals
Economy in shambles
India 2019
Afghanistan 2021
Russia Ukraine 2022",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"The World Bank issued dire forecasts for Ukraine as Russia's invasion impacts both the country and its neighbours, warning of an even bleaker economic outlook if the conflict drags on

https://t.co/TVhZOaQLyP",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Is The #Ukraine #War Binding The #BRICS? – OpEd 
https://t.co/ZSRvcu06xk 
#StandWithRussia #ChefsForUkraine #Zelensky #geopolitics #economy #SouthAmerica #SouthAfrica #China #India #Russia #Brazil #NewParadigm #brazilian #Russian #Indian #Chinese #SouthAfrican #peace🕊️ &amp; #love",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@guyverhofstadt 50% less fuel to power Germany’s economy.

Little effect on Russia.

A wedge driven between Russia, China &amp; India by America &amp; their Gladio B servants in Europe.

This is all for the benefit of America, not Europe.

Let’s hope all the neo-Nazis in Ukraine are mopped up at least.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Inflation hits Indian economy!
According to preliminary data released by the Ministry of Commerce and Industry of India.
The trade deficit widened to $ 192 billion in FY22.
The Russia-Ukraine war has pushed up global crude oil prices, with petroleum imports rising 94.33%. https://t.co/3i3xoMHFE6",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"#MCProOpinion: The war in Ukraine will lower India’s growth, push up inflation, and widen the current account deficit, yet the markets remain unconcerned.

Read at:
https://t.co/9onok7x6Zy

by Upasna Bhardwaj | #UkraineWar #RussiaUkraineConflict #Inflation #Markets",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@SenTedCruz Crooked Xi's Weak Buddy Biden is weakening US, US economy, NATO, Ukraine, Russia, UN, SWIFT, US Dollar, Indo-Pacific, Taiwan, Tibet, India. To benefit Xi's CCP and Talibani Jihadi forces.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@DmytroKuleba So you want the EU economy to collapse? And how will that help Ukraine? Russia will just sell elsewhere. Are you going to harass India too for buying Russian gas? Perhaps Ukraine should take the first step and stop allowing Russian gas to be transited via Ukraine into the EU.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"India🇮🇳that We revived their economy during @BillClinton &amp; gave a #Trillion Cash Aides,Is Buying Oil at $30 a Barrel from Russia in the Black market bypassing the Sanctions Blood money #UKRAINE STOP IT @POTUS @DNC @NRCC should have been stopped Killing Muslim Civilian in Chechnya",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@patoche86681810 @giacrival @andersostlund … meanwhile India and China would take over quickly and Russia would achieve the goal to massively damage the EUs biggest economy, NATO capabilities, and Germany‘s &amp; EU‘s ability to support Ukraine. Germany fucked itself pretty hard. We need to work fast to set up the exit.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@Saffronwing1 @AnonOpsSE I am not sure I see the invasion of Ukraine and the murdering of children and civilians as exploitation of war-torn countries.  True India and Russia have enjoyed strong relations and it is Indian govt interest to protect its own economy.  Indian foreign pol principles are clear,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,“India supports an independent probe into the Bucha killings. We encourage a dialogue between Russia and Ukraine. Our focus is on softening the impact of the war on our economy”: External Affairs Minister @DrSJaishankar #UkraineRussiaWar #BuchaGenocide,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"The World Bank issued dire forecasts for Ukraine as Russia's invasion impacts both the country and its neighbours, warning of an even bleaker economic outlook if the conflict drags on

https://t.co/TVhZOb8UMX",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,India is working for peace but America didn't want to stop this war because this war is beneficial for American defense sector and American economy. Many European countries with America who provoked Ukraine not stop to buy oil from Russia. Have you heard a word from America for,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@staunovo Bybthe way, who is #biden to give advise to #India ? India will trade with any country, if it suits Indian Economy. 

SIMPLE.

#USA #RussianUkrainianWar #Russia #Ukraine #UkraineRussianWar #Ukraine️ #Modi #Putin",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"""The one goal that we can defy  Chinese foreign policy, it is that to ensure that US &amp; Russia do not come together against China"". 
""For India, the crux is its economy""

Informative podcast on India-China relation in the light of Ukraine issue @VGokhale59 
https://t.co/PkAvur81zk",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Our tech exports are all time high. Despite due to Russia-Ukraine war, our relations with Russia would have benefited us in getting cheaper gas, which India is already getting(correct me if I’m wrong I’m not an economist) This NCM came at a time when economy needed stability",,,,,,,,,,,,,,,,,,,,,,,
1.50E+18,"@surewrap @JaganNKaushik @umeshctyagi @LoveBharatvarsh @bs_hariharan3 @_ankahi @chimnibai @ArunDeshpande20 @sureshseshadri1 @swetashandilya @Satishrathod100 @bgopu1973 @GSNarayan1960 @preserveIndia @Aashi_sanatani @apurvaparikh18 @SweetBandit108 @Am_dilip1 @iVimalPandey @ResurgentIndia @Dr_MR_Satapathy @sukumaranlens @Anju1951Purohit @Bhupendra26 @Resurgent_India @premjoy_babu @nalini51purohit @KaffirBaba @macharajarao @shytigress @keeranl @AAshaRathod @Savitritvs @SanskarBarot @Visalmama @sbk1963 @dharmvir_9 @SharmaJyots @GenPanwar @chittukuruvi4 @vprakash68 @MeghUpdates @neerangautam Ukraine economy to contract 45.1% this year, Russia 11.2%: World Bank 

What about USA?",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Notwithstanding economic uncertainties triggered by the Russia-Ukraine war that is also impacting the global supply chain, Jalan said it is not going to affect India's economic performance.
https://t.co/nFDHiXjiUQ",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"""How the world deals with debt crises triggered by this war in places as far apart as Sri Lanka and Tunisia are likely to be at least as important as Russia’s desperate efforts to circumvent sanctions in its trade with China and India.""

https://t.co/xE4t7b2GQP",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@fairyofbloom It's a win-win-win situation for the US. They get to fight Russia, tell India what could happen if they defect from the US and bring down the bugger countries of Europe to size by screwing up their economy. Even Russia gets its chance to wipe out  Nazis in Ukraine.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Pingvinanic @apmassaro3 Agreed! Re. India, it’s one billion people and they are, to phrase it politely, “neutral” wrt Ukraine invasion by Russia. A handful of smaller states do the same, but it’s the big ones that will decide wether Putin can keep his economy running and paying for the war.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"The latest edition of the Grant on Gold newsletter is out!

https://t.co/i9BeWz8eWb

Please subscribe today.

#gold #silver #platinum #palladium #rhodium #preciousmetals #Fed #economy #inflation #Fed  #Russia #Ukraine #India #dolllar #yields https://t.co/UnsuAwPsCj",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@DeePlaysA_Lot @bingeraeg @fantabulousdrs @Stephen_WuzHere @Frog_Secuted @KyivIndependent @Jydskatomkraft @HettingClaus Ukraine didnt invade Russia ,So Mr Smart guy, OL india sure likes to have its buddies in its corner when it's economy is down or pakistan is threating you , fake uncaring corrupt government  Prove me wrong... How many US citizens are calling you trying to hack and steal from u..",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@sidhant @JM_Scindia Russia &amp; Ukraine war has been effected on the world economy but india has more capable against # Russia Ukraine war please consider the indian government because indian economy is big &amp; strong.....,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@India_Policy seriously how is India a ""great power""? Your military is desperately dependent on Russia &amp; yr economy is critically dependent on inflows of Dollars. &amp; yr students escape India to even go to Ukraine to study???  Only grt aspect today is PM Modi &amp; his top team;",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@Throw_away900 @the_toad_sage__ @Sootradhar China is now openly supporting Russia's aggression in Ukraine. Now India has decide whether to be The Cold War era 1 India being a puppet state of USSR. Or the China of cold war era. Focusing on internal problems infrastructure and Economy.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@ANI In present India is also look like Ukraine,Israel,Russia, Palestine,Yemen,Sri Lanka because it promote the concept of Israel,support Israel as Ukraine did,badly take action as Russia did, people suffered like Palestinians and Yemenis, and economy growth like Sri Lanka.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@DagnyTaggart369 @BlackDahlia____ @KwameA009 Nah, nothing like that.  You're listening to the cover story, or some mangled version of it. They're not going to control China.  The world economy is going to be split in two down the Belt &amp; Road initiative (BRI).  That will be Russia, India,China, Ukraine and Russian satellites",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@VP @POTUS @USCG Stop bullying  India#
 Provide Indians everything  for free   good employment  houses everything  for free  and  take care of India's  economy  for lifetime  then only lecture us on Russia Ukraine!
 Why US presidents where not punished  for their  war crimes???",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@ultimateboss4u @jatinsharma360 @ThePollLady So you're saying that if India had a stronger economy, it would have invaded its neighbours who were siding with China? LMAO. Do you even hear yourself? You are trying so unreasonable hard to justify Russia's obviously unjustified invasion of Ukraine. Get outta here with your BS.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@david86454683 @andersostlund Economic convenience? What do you think how the workers and their families pay for food? Or is that a convenience too? 
Whithout the economy no money for weapons and help for Ukraine. Russia still sells to India, China and african countries",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@scottk1350 @tjkerr73 @joncoopertweets India abstained from the vote because our economy is not strong enough to fund Ukraine's war.

Also, we can't risk being on the bad side of Russia, considering that Russia has been an historical ally to India.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@fantabulousdrs @DeePlaysA_Lot @Stephen_WuzHere @BruceWeedz @Frog_Secuted @KyivIndependent @Jydskatomkraft @HettingClaus But Russia’s attack on Ukraine is creating turmoil on financial markets also affecting India. Oil may be cheaper but the stagnation in global economy will outweigh whatever you saved on oil. Also Russia is causing hunger in Africa by disrupting wheat production in Ukraine,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@TheBladeOfOccam @nimitarora1991 @Jairam_Ramesh @sheela2010 India's Gross tax collection soared to ₹27.07 lac crore for FY22 vs budget estimate of ₹22.17 lac crore despite  2 COVID-19 waves and Russia-Ukraine conflict. This year's tax collection is as high as FY23 target. 

Who paid all these taxes if economy is not in good shape?",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"Economic uncertainties triggered by the Russia-Ukraine war that is impacting the global supply chain, it is not going to affect India's economic performance  said RBI Governor Bimal Jalan

Read more at:
https://t.co/3NXKJq3qF2

#GDP #growth #economy #supplychain #foriegnexchange",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@Officialmonu786 @b4u_agrawal @finologyticker Thats because of Russia Ukraine war and india is larger than other two in both area and population its going to happen anyway.
I expect our economy growth should be faster",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@PriyaaReturnz @RajIncest @WeThePeople3009 @MrsYNV BJP HAS NO VISION NOR DIRECTION FOR ECONOMY @SPbaghelBJP
WAR IMPACTS INDIA &amp; RECOVERY FROM PANDEMIC SLOWS HITS MIDDLE INCOME &amp; POOR THE MOST

Russia-Ukraine war started 6 wks ago, impacting stability. Its effect shakes Indian economy’s nascent recovery
https://t.co/PKzmVEW17A",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@JoeBiden Sir I'm from India usa thinks India making money during war but it is not true due pandemic heavy lockdown hit hard Indian economy India is middle class country not rich as usa , Indians have little sentiments with Russia due to past history but russian did in Ukraine especially",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"RT AnjaHoffmann: RT @markets: BREAKING: India’s RBI raises its inflation forecast to 5.7% for the fiscal year from 4.5%, and warns of ""tectonic shifts"" for the world economy due to Russia's war in Ukraine https://t.co/RlrYJYH9AV https://t.co/p0AZffCIcr",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@DAlsadir @RT_com @Ajaygolmalgobi Putin destroyed any chance of integrating tighter with Europe. Ukraine will not fall. Putin's troops will be sent home in failure. Nobody sees the New World Order as Putin/Xi/Jong. Even India's economy has surpassed Russia.,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,Sadhguru's LATEST BOLD SPEECH On Russia-Ukraine &amp; World Peace | Mystics ... https://t.co/1NrBq4kL7o via @YouTube ~”Drama”. “The world economy is built upon the sale of armaments.”,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@IgRvDzDTbi8HLLe @mydearspock12 @RichardRossow India sees Russia killing Ukraine,  USA killing Middle East , China destroying economy of other small countries, Pakistan/Bangladesh killing Hindu minorities. What do you think India should do? Leave diplomatic relations with all the countries in world?",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@JohnJon535 @BBCWorld US has been fanning the flames in Ukraine for years and are more responsible for this war than anyone else, but you're worried about India buying some oil from Russia to keep their economy going and try to feed their people? Americans really are deluded.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@thorstenbenner @ericlchaney Question for you both, ties in with Tweet 12: I read India has increased purchase of Russian oil by 700% since February. Is this true? If so, what can NATO countries do to support them so they are not financing Russia’s economy and war in Ukraine?",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@IgRvDzDTbi8HLLe @abhay__Tyagi @mydearspock12 @RichardRossow Again, India has nothing to do with the war. The Russia-Ukraine conflict was happening for years when eventually Nato nailed the coffin and shoved Ukraine into a war against Russia. Indian economy is already recovering from Covid; a war is something they don't want.",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,@NajamAli2020 https://t.co/Nm5cuudU2r,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"""But we cannot ignore the role of NATO, and the EU, instead of promoting peace, has become a tool of NATO and the military industrial complex."" https://t.co/utJuaiX5kb",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"economy crashed in south - Srilanka
Russia, Ukraine, europe at war in north
Political crisis in west - Pakistan
Myanmar under militari rule in East.

India at center https://t.co/Xrc9jLhTsp",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"BJP HAS NO VISION NOR DIRECTION FOR ECONOMY @SPbaghelBJP
WAR IMPACTS INDIA &amp; RECOVERY FROM PANDEMIC SLOWS HITS MIDDLE INCOME &amp; POOR THE MOST

Russia-Ukraine war started 6 wks ago, impacting stability. Its effect shakes Indian economy’s nascent recovery
https://t.co/PKzmVEW17A",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,#EU #USA #UkraineRussianWar #Ukraine #NATO #OTAN #UK #Russia #China #India #economy #EnergyCrisis #EnergyPrices #EnergyStrategy,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"@InsightGL Pls connect these 2 :
*Ukraine &amp; Russia: biggest exporters of food grains, even oil-seeds
*China is already ""food deficit"" &amp; sliding down fast 

So, cut ""them"" off world trade!
who is having last 😂

(Farmers agitation, why 😳)
🙏
@PMOIndia 
@HMOIndia 

📺 Debate
@NeerajCNBC https://t.co/UJpxESu969",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"""India’s total purchases for the month will be less than what Europe does in ONE afternoon.” 

EAM @DrSJaishankar exposes the West's hypocritical campaign against India for buying Russian oil amidst the Russia-Ukraine conflict. 
Full: https://t.co/i6ygjzuUwL https://t.co/fsosonbtsb",,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,India asserts self-interest in Russia-Ukraine spat; US accepts but still nudges New Delhi to dilute ties with Moscow https://t.co/YDLuvGin79,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,"#Ukraine #Russia #China #India #USA #EU #Putin
Sanna Marin, the Finnish prime minister: “Russia is not the neighbour we thought it was.
https://t.co/PEbuEYMdd4",,,,,,,,,,,,,,,,,,,,,,,
